Suburb,Type,Price,BuildingArea,YearBuilt
Murrumbeena,h,1220000,,
Murrumbeena,h,1800000,267,2003
Murrumbeena,u,435000,,1970
Murrumbeena,h,1641000,,
Murrumbeena,t,745500,110,1980
Murrumbeena,h,1260000,,1940
Ormond,h,1401000,150,1950
Ormond,h,2250000,235,1985
Ormond,h,1715000,226,1922
Ormond,h,1960000,,
Ormond,u,250000,36,1960
Ormond,u,290000,,
Ormond,h,1708000,,
Ormond,h,758000,,
Ormond,h,1920000,808,1925
Ormond,h,1256000,,1924
Ormond,h,1918000,162,1920
Ormond,u,900000,91,1990
Ormond,h,1875000,,1929
Ormond,h,1250000,,
Ormond,h,1360000,,1930
Ormond,h,1770000,142,1950
Ormond,u,435000,,
Ormond,h,1836000,,
Ormond,t,1250000,188,2000
Ormond,u,950000,,
Ormond,u,260000,,1975
Ormond,u,822500,93,1970
Ormond,h,810000,90,1996
Ormond,h,1322000,156,1940
Ormond,h,861000,,2002
Ormond,h,765000,,
Ormond,u,973000,,
Ormond,h,1845000,189,1939
Ormond,h,1535000,140,1935
Ormond,h,2005000,193,1935
Ormond,u,932000,92,1997
Ormond,h,1500000,153,1970
Ormond,u,260000,,1970
Ormond,h,1390000,158,1937
Ormond,h,940000,124,1940
Ormond,u,296000,36,1970
Ormond,h,1850000,,1980
Ormond,u,475000,52,2011
Ormond,u,820000,127,1998
Ormond,u,940000,137,1998
Ormond,h,1668000,,
Ormond,h,1470000,163,1980
Ormond,h,981000,,
Ormond,u,430000,69,1970
Ormond,u,362000,44,2010
Ormond,u,410000,65,1970
Ormond,t,1197000,,2006
Ormond,h,1690000,,
Ormond,u,447000,,
Ormond,h,1177000,105,1930
Ormond,u,617500,91,1970
Ormond,u,479500,92,
Ormond,h,2050000,,
Ormond,u,405000,68,1970
Ormond,u,450000,,2005
West Footscray,h,1061000,,
West Footscray,h,1020000,199,1940
West Footscray,h,912500,98,1940
West Footscray,h,1074000,,1950
West Footscray,h,1021000,,
West Footscray,h,1415000,,1955
West Footscray,h,710000,131,1920
West Footscray,h,837000,149,1950
West Footscray,h,850000,,
West Footscray,h,850000,179,1980
West Footscray,u,520000,171,1970
West Footscray,u,347000,56,1965
West Footscray,h,1225000,,
West Footscray,h,438000,75,1970
West Footscray,h,360000,,1970
West Footscray,t,620000,,
West Footscray,h,415000,64,1980
West Footscray,h,723000,125,1938
West Footscray,u,530000,171,1970
West Footscray,h,967000,113,1925
West Footscray,h,840000,123,1950
West Footscray,u,241000,99,
West Footscray,h,910000,162,1980
West Footscray,u,470000,,
West Footscray,h,820000,131,1950
West Footscray,h,756000,360,1925
West Footscray,h,845000,,
West Footscray,h,850000,,
West Footscray,t,620000,148,2001
West Footscray,h,1001000,,
West Footscray,h,875000,94,1910
West Footscray,t,520000,,
West Footscray,h,915000,,
West Footscray,h,830000,144,1930
West Footscray,t,510000,,
West Footscray,u,545000,2,2005
West Footscray,h,691000,,
West Footscray,h,991000,,
West Footscray,h,913000,96,1925
West Footscray,h,850000,101,1960
West Footscray,h,705000,,
West Footscray,h,709000,,
West Footscray,h,900000,,2006
West Footscray,h,790000,,
West Footscray,h,770000,95,1940
West Footscray,h,495000,700,1977
West Footscray,h,1575000,85,1930
West Footscray,h,326500,,
West Footscray,h,1028000,,
West Footscray,u,288000,44,1970
West Footscray,h,1151500,113,1925
West Footscray,h,860000,147,1960
West Footscray,h,805000,96,1920
West Footscray,u,262500,,
West Footscray,h,450000,90,1980
West Footscray,h,935000,,1940
West Footscray,h,830000,,1960
West Footscray,u,456000,,1975
West Footscray,h,660000,,
West Footscray,u,420000,82,2013
West Footscray,h,820000,,
West Footscray,h,1030000,,
West Footscray,h,878000,127,1960
Albion,h,765000,111,1958
Albion,h,730000,140,1960
Albion,h,730000,94,1970
Albion,h,593000,102,1965
Albion,h,816000,156,1930
Albion,h,720000,,
Albion,t,300000,,1970
Albion,h,670000,,1950
Albion,h,685000,,
Albion,h,600000,90,1950
Albion,h,600000,110,1928
Albion,u,185000,43,1975
Albion,u,463000,,
Albion,t,319000,78,1970
Albion,h,660000,,
Albion,u,560000,150,1970
Albion,h,625000,,
Albion,h,791000,,1970
Albion,h,541000,,
Albion,h,760000,,
Albion,h,840000,153,1920
Albion,u,145000,,
Albion,h,460000,85,
Albion,u,190000,,
Brooklyn,t,430000,,
Brooklyn,h,507000,87,2014
Brooklyn,h,892000,,
Glen Huntly,u,695000,,
Glen Huntly,h,1160000,137,1930
Glen Huntly,h,1330000,176,1930
Glen Huntly,u,695000,,1963
Glen Huntly,u,812000,,1995
Glen Huntly,u,350000,,1960
Glen Huntly,h,630000,,
Glen Huntly,t,635000,2,
Glen Huntly,t,636500,68,1970
Glen Huntly,h,2575000,347,1910
Glen Huntly,u,445000,,
Glen Huntly,t,710000,78,1970
Glen Huntly,u,640000,110,1970
Oakleigh,h,1010000,,1938
Oakleigh,h,305000,80,1960
Oakleigh,u,400000,87,2004
Oakleigh,h,880000,118,1925
Oakleigh,h,1076000,,
Oakleigh,h,1045000,107,1950
Oakleigh,h,600000,,1975
Oakleigh,h,1225000,,
Oakleigh,h,1035000,,
Oakleigh,u,690000,103,1930
Oakleigh,h,1050000,146,1970
Oakleigh,h,1045000,,
Oakleigh,h,865000,140,1950
Oakleigh,h,1033000,115,1975
Oakleigh,h,991000,,
Oakleigh,h,1641000,,
Oakleigh,h,655000,,
Oakleigh,h,750000,138,1950
Oakleigh,h,1025000,139,1940
Oakleigh,u,637000,,1970
Oakleigh,u,633500,95,1930
Oakleigh,h,1180000,183,1965
Oakleigh,h,1124000,,
Oakleigh,h,1225000,112,1930
Oakleigh,h,855000,,
Oakleigh,h,1600000,305,2015
Oakleigh,u,665000,,
Ripponlea,u,605000,,1970
Ripponlea,u,660000,,
Ripponlea,u,327000,,
Ripponlea,u,570000,,1964
Ripponlea,t,755000,111,2005
Ripponlea,h,1925000,,
Ripponlea,u,520000,74,1971
Cremorne,h,1000000,114,1920
Cremorne,h,725000,,
Cremorne,u,425000,52,2007
Cremorne,h,1280000,165,1880
Cremorne,h,1000000,,
Cremorne,u,546000,,1980
Cremorne,h,1475000,165,1880
Cremorne,h,895000,,
Cremorne,u,405000,,2007
Cremorne,h,1015000,80,1890
Cremorne,h,930000,68,1900
Cremorne,u,415000,,
Cremorne,h,1900000,166,2016
Cremorne,u,662500,75,2015
Cremorne,h,831000,,
Cremorne,h,1110000,,
Cremorne,u,565000,,2007
Cremorne,t,1010000,151,1998
Cremorne,h,1300000,100,1890
Cremorne,h,1300000,108,2001
Docklands,u,360000,,
Docklands,t,1370000,,
Docklands,u,800000,128,
South Kingsville,h,930000,143,1950
South Kingsville,t,650000,102,2011
South Kingsville,h,985000,124,1950
South Kingsville,t,915000,265,2016
South Kingsville,h,845000,,
South Kingsville,h,941000,,
South Kingsville,h,1030000,,
South Kingsville,h,392250,,1970
South Kingsville,u,508000,92,1980
South Kingsville,h,420000,130,1980
South Kingsville,u,506000,83,1975
South Kingsville,t,855000,,
South Kingsville,u,380000,62,1960
South Kingsville,t,611000,100,2000
Strathmore Heights,h,1260000,277,2012
Strathmore Heights,h,931999,192,1966
Strathmore Heights,h,800000,,
Strathmore Heights,h,950000,,
Strathmore Heights,h,780000,,
Travancore,u,503000,,1960
Travancore,h,1257000,153,1930
Travancore,h,1562000,192,1900
Travancore,h,1100000,,
Travancore,h,1740000,242,1925
Travancore,u,315000,51,2012
Caulfield East,h,1650000,,
Caulfield East,h,1380000,,
Caulfield East,h,620000,,
Caulfield East,h,1335000,208,1915
Caulfield East,h,1000000,,1960
Seaholme,h,860000,,
Seaholme,h,1415000,313,2005
Seaholme,h,2000000,,2005
Keilor Park,h,720000,132,1975
Keilor Park,t,380000,100,2010
Keilor Park,h,843000,,
Keilor Park,u,501000,132,1991
Keilor Park,h,820500,,
Keilor Park,h,722000,141,1970
Keilor Park,t,746000,174,1970
Keilor Park,h,685000,,
Keilor Park,u,455000,136,1999
Keilor Park,t,600000,146,2013
Keilor Park,h,575000,107,1960
Keilor Park,h,566000,129,1980
Gardenvale,h,1250000,193,2004
Gardenvale,u,393000,65,1970
Gardenvale,u,440000,75,
Gardenvale,u,595000,75,1960
Gardenvale,h,2200000,230,2010
Princes Hill,h,1700000,,
Princes Hill,h,1908000,156,1890
Aberfeldie,h,1330000,,
Aberfeldie,h,1300000,240,2013
Aberfeldie,h,470000,72.3,1980
Aberfeldie,h,1740000,161,1950
Albert Park,h,1700000,116,1910
Albert Park,u,1100000,64,1888
Albert Park,h,2155000,,
Albert Park,h,2115000,,
Albert Park,h,2810000,,
Albert Park,h,2130000,,
Albert Park,h,2950000,,
Albert Park,h,2150000,85,1890
Albert Park,h,2035000,,
Albert Park,t,1500000,,
Albert Park,h,1190000,70,1915
Alphington,u,320000,,
Alphington,t,1285000,,1967
Alphington,h,1975000,,
Alphington,u,316000,,
Altona North,h,916000,109,1970
Altona North,h,750000,,
Altona North,h,910000,132,1970
Armadale,h,1859000,,
Armadale,t,1200000,,
Armadale,u,480000,66.23,1960
Armadale,u,1635000,,2011
Armadale,h,1705000,,
Armadale,t,1005000,,
Armadale,u,852000,74,1980
Armadale,u,690000,,
Armadale,u,2120000,,
Armadale,u,405000,48,1966
Ascot Vale,h,2100000,274,1925
Ascot Vale,h,1435000,155,1920
Ascot Vale,h,1020000,98,1920
Ascot Vale,h,1041000,,2009
Ascot Vale,t,565000,,
Ascot Vale,h,2250000,435,1887
Ascot Vale,t,900000,159,2011
Ascot Vale,h,1490000,,
Ascot Vale,h,1230000,,
Ascot Vale,h,1050000,,
Ascot Vale,h,1005000,,
Ascot Vale,h,1316500,,
Ashwood,h,1495000,95,1950
Ashwood,h,1126000,,
Ashwood,u,822000,59,1970
Ashwood,t,770000,,2010
Ashwood,u,890000,130,2006
Avondale Heights,u,765000,150,2008
Avondale Heights,h,881000,,
Avondale Heights,h,850000,,
Avondale Heights,h,1300000,322,1990
Avondale Heights,h,1250000,,
Avondale Heights,h,760000,99,1960
Avondale Heights,h,1600000,,
Balwyn North,h,1900000,130,1955
Balwyn North,h,1922000,,
Balwyn North,h,2000000,,
Balwyn North,u,700000,120,1950
Balwyn North,h,1890000,227,1960
Balwyn North,h,1630000,,
Balwyn North,u,800000,,1994
Balwyn North,h,1670000,,
Balwyn North,h,1725000,213,1970
Bellfield,h,1110000,,
Bellfield,h,894000,101.51,1950
Bentleigh,h,1402000,,
Bentleigh,h,1500000,,
Bentleigh,h,1100000,,
Bentleigh,h,2000000,,1926
Bentleigh,u,710000,,
Bentleigh,t,620000,,2012
Bentleigh,t,1105000,,2007
Bentleigh,t,1303000,,2006
Bentleigh,t,1375000,194,2012
Bentleigh,t,1300000,,
Bentleigh,h,1286000,,
Bentleigh,h,1920000,,1996
Bentleigh,h,1968500,,
Bentleigh,u,845000,,
Bentleigh,h,1107000,,
Bentleigh,u,641500,,1960
Bentleigh,u,725000,115,2006
Bentleigh East,h,1515000,200,1950
Bentleigh East,h,986000,100,1950
Bentleigh East,h,830000,,2006
Bentleigh East,t,767000,,
Bentleigh East,h,1860000,,
Bentleigh East,t,1200000,,
Bentleigh East,h,1175000,,
Bentleigh East,t,1225000,180,2008
Bentleigh East,t,1055000,,2000
Bentleigh East,h,1351000,,
Bentleigh East,h,1962000,,
Bentleigh East,h,810000,105,1950
Bentleigh East,t,850000,,
Bentleigh East,u,535000,68.11,1970
Bentleigh East,h,1640000,,
Bentleigh East,u,809000,,
Bentleigh East,h,1510000,,
Bentleigh East,h,1292000,161,1950
Bentleigh East,h,1165000,158,
Bentleigh East,h,959000,119,1960
Bentleigh East,h,1251000,,
Bentleigh East,h,1205000,,1960
Box Hill,u,780000,80,2014
Box Hill,u,572000,,
Box Hill,h,910000,,
Box Hill,h,1760000,152,1920
Box Hill,h,1726000,,
Box Hill,t,990000,,
Box Hill,u,646500,,1980
Box Hill,h,2080000,158,1925
Braybrook,h,610000,74,1950
Braybrook,h,925000,,
Braybrook,h,760000,82,1950
Braybrook,h,771000,,
Braybrook,t,441700,107,2003
Braybrook,h,1000000,319,2002
Braybrook,h,730000,,
Brighton,h,2575000,195,1920
Brighton,t,2900000,292,2013
Brighton,h,5800000,,1880
Brighton,h,2140000,,
Brighton,h,2225000,167,1980
Brighton,t,975000,182,1915
Brighton,h,4225000,333,1990
Brighton,t,2100000,145,1970
Brighton,u,1392000,,
Brighton,h,2445000,,
Brighton,u,520000,73,2004
Brighton,h,2000000,283,1999
Brighton,h,1350000,,
Brighton,h,1900000,,
Brighton,u,1002500,,1975
Brighton,h,2415000,,
Brighton,t,1055000,,1970
Brighton,t,1990000,189,1935
Brighton,h,3025000,195,1967
Brighton,h,1502000,,
Brighton,u,1221000,109,1975
Brighton,h,2550000,,2005
Brighton,t,1470000,,
Brighton East,u,725000,,
Brighton East,h,2140000,206,1950
Brighton East,h,1630000,,
Brighton East,u,910000,,
Brighton East,h,1975000,,
Brighton East,h,1635000,131,1925
Brighton East,h,1880000,,
Brighton East,h,1743000,,
Brighton East,h,2291000,,1886
Brighton East,h,1270000,,
Brighton East,h,1400000,,
Brighton East,h,1640000,,
Brighton East,t,1700000,118,1950
Brighton East,h,1900000,271,2009
Brighton East,t,972000,160,2000
Brunswick,h,1652000,196.8,1921
Brunswick,u,735000,77,1970
Brunswick,h,1210000,112,1900
Brunswick,h,412000,,
Brunswick,u,528000,58,2010
Brunswick,h,1115000,116,1925
Brunswick,h,1300000,,
Brunswick,u,320000,48,1970
Brunswick,h,1500000,,
Brunswick,h,1260000,120,1910
Brunswick,h,1210000,200,2009
Brunswick,h,1200000,,1927
Brunswick,u,315000,,
Brunswick,h,830000,,
Brunswick,h,1385000,173.45,1950
Brunswick,t,981000,140,2012
Brunswick,u,418000,51,1970
Brunswick,u,585000,258,2006
Brunswick,h,1900000,212,2012
Brunswick,h,1450000,,
Brunswick,h,1200000,,
Brunswick,t,600000,,2011
Brunswick,h,1075000,,
Brunswick,h,884000,75,1890
Brunswick,h,957000,,
Brunswick,u,480000,57,1960
Brunswick,h,1650000,,
Brunswick,h,1440000,,
Brunswick,h,955000,,1880
Brunswick East,h,1310000,159,1930
Brunswick East,h,1283000,109,1910
Brunswick East,h,1025000,,
Brunswick East,h,1015000,67,1890
Brunswick East,u,500000,,2013
Brunswick East,u,550000,,
Brunswick East,u,460000,,
Brunswick East,h,1185000,,
Brunswick East,u,435000,70,2011
Brunswick East,t,690000,,
Brunswick East,u,385000,,
Brunswick East,u,632000,,1960
Brunswick East,u,835000,96,2005
Brunswick East,h,1500000,125,1940
Brunswick West,u,407500,67,1970
Brunswick West,t,670000,,2000
Brunswick West,h,825000,77,1950
Brunswick West,h,645000,109,2008
Brunswick West,h,1222000,,
Brunswick West,h,1060000,,
Brunswick West,h,1220000,113,1940
Brunswick West,h,1097000,,
Brunswick West,h,1100000,139,1900
Brunswick West,h,1270000,,
Brunswick West,t,670000,104,2010
Brunswick West,u,640000,57,1970
Brunswick West,h,1200000,,
Brunswick West,h,545000,59,1970
Brunswick West,h,1205000,160,1980
Bulleen,u,860000,110,1999
Bulleen,t,599900,76,1970
Bulleen,h,1540000,,
Bulleen,t,910000,133,2000
Bulleen,h,1100000,143,1970
Bulleen,h,1730000,185,1955
Bulleen,h,760000,,
Bulleen,h,794000,,
Bulleen,h,1360000,,
Bulleen,h,1207000,,
Burwood,h,1591000,209,1950
Burwood,u,580000,,1970
Burwood,u,605000,,1965
Burwood,t,975000,150,2012
Burwood,h,1465500,,
Burwood,h,870000,160,
Burwood,h,1385000,,
Burwood,h,1815000,196,1960
Burwood,h,1590000,179.3,1950
Burwood,u,813000,,1990
Burwood,h,1601000,165,1940
Burwood,h,1225000,182,1960
Camberwell,h,1930000,116,1920
Camberwell,h,2570000,,
Camberwell,h,2216000,176,1930
Camberwell,h,2110000,150,1910
Camberwell,h,855000,,
Camberwell,u,771000,,
Camberwell,h,2513000,,
Camberwell,h,1900000,134.3,1960
Camberwell,h,1620000,155,2000
Camberwell,h,3550000,251,1890
Camberwell,h,1980000,,
Camberwell,h,1861000,,
Camberwell,h,1402000,,
Camberwell,h,1905000,145,1890
Camberwell,h,5020000,,
Camberwell,h,2990000,280,1997
Camberwell,h,1855000,,
Camberwell,h,1500000,,
Camberwell,u,835000,85,1960
Canterbury,h,3115000,,1920
Canterbury,u,913000,,
Canterbury,h,2510000,,
Canterbury,h,8000000,464.3,1880
Canterbury,t,1775000,,
Canterbury,h,3725000,250,
Carlton North,h,3450000,203,1905
Carlton North,h,1290000,76.77,
Carlton North,h,1614500,,
Carlton North,h,1550000,,
Carlton North,u,595000,,1940
Carlton North,h,1300000,,
Carlton North,h,2450000,,
Carnegie,t,1201000,,2000
Carnegie,u,635000,73,1980
Carnegie,h,1424000,,
Carnegie,u,285000,,
Carnegie,u,305000,46,1960
Carnegie,u,1105000,,1997
Carnegie,h,1200000,156,1930
Carnegie,u,945000,100,1987
Carnegie,u,603000,,
Carnegie,h,1390000,,
Carnegie,h,1667000,193,1920
Carnegie,u,330000,46,1960
Carnegie,u,577000,84,1965
Caulfield,u,535000,,
Caulfield North,u,305000,43,1965
Caulfield North,u,550000,,
Caulfield North,u,655000,,
Caulfield North,h,1300000,,
Caulfield North,h,1700000,,
Caulfield North,u,575000,,1970
Caulfield North,u,742500,85,2011
Caulfield South,t,1000000,,
Caulfield South,h,1104000,,
Caulfield South,u,630000,71,2003
Caulfield South,h,1350000,129,1925
Caulfield South,h,997000,,
Caulfield South,u,490000,61,1960
Chadstone,u,701000,112,2000
Chadstone,t,905000,132,1955
Chadstone,u,988000,124,2008
Chadstone,t,820000,115,2012
Clifton Hill,h,1825000,,
Clifton Hill,h,1500000,127,1900
Clifton Hill,u,641000,90,1980
Clifton Hill,h,1250000,95,1890
Clifton Hill,h,1652500,170,1904
Clifton Hill,h,1250000,,
Clifton Hill,h,1660000,,
Clifton Hill,u,465000,45,1970
Clifton Hill,h,700000,,
Clifton Hill,h,1000000,,
Clifton Hill,u,712000,,
Clifton Hill,h,1650000,,
Coburg,u,495000,69,1960
Coburg,h,930000,106.2,1920
Coburg,t,781000,112.9,2014
Coburg,h,995000,,
Coburg,h,677776,64,1980
Coburg,h,790000,,
Coburg,t,680000,143,2006
Coburg,h,1180000,,
Coburg,h,940500,,
Coburg,t,824000,113.76,1990
Coburg,h,941000,,
Coburg,h,775000,,
Coburg,h,985000,,
Coburg,h,1020000,,1920
Coburg,h,1500000,187,1910
Coburg,u,590000,,
Coburg,h,1005000,135,1900
Coburg,h,901000,123,1950
Coburg,h,990000,153.1,1930
Coburg,h,1455000,285,1997
Coburg,h,1250000,148,1900
Coburg,h,710000,120,
Coburg,h,1790000,108,1920
Coburg,u,650000,81,1975
Coburg,t,720000,112,2016
Coburg,t,720000,112,2016
Coburg North,h,1240000,,
Coburg North,h,875000,,
Coburg North,h,887000,,
Coburg North,h,770000,,
Coburg North,u,330000,,1970
Collingwood,u,535000,63,1970
Collingwood,t,1308000,,1990
Collingwood,t,945000,98,1880
Collingwood,u,550000,,1995
Collingwood,h,1309000,,
Collingwood,h,1300000,,
Collingwood,h,888000,100,1900
Collingwood,u,1000000,148,2005
Cremorne,h,1350000,147,1900
Cremorne,h,855000,,
Doncaster,h,1480000,,1965
Doncaster,h,1300000,185,1970
Doncaster,h,1400000,150,1980
Doncaster,h,1542000,,
Doncaster,h,1100000,170,1965
Doncaster,u,782000,,1984
Doncaster,t,1090000,,1995
Doncaster,h,1700000,,
Doncaster,h,1355000,120,1965
Doncaster,h,1880000,,
Doncaster,h,1545000,,
Doncaster,h,1955000,,
Essendon,u,440000,,
Essendon,h,1700000,,
Essendon,h,1070000,,
Essendon,h,745000,,
Essendon,h,1400000,,
Essendon,h,1400000,,
Essendon,h,2020000,40,
Essendon,u,325000,50,
Essendon,h,1400000,,
Essendon,u,700000,,
Essendon,h,1652000,196,1920
Essendon,h,1131000,135,1900
Essendon,h,1607500,,
Essendon,u,450000,74,
Essendon,u,310000,45,1977
Essendon,h,1400000,,
Essendon,h,1720000,,
Essendon,h,983000,,
Essendon,u,330000,,2014
Essendon,t,1162500,,
Essendon,u,707000,,
Essendon,u,700000,120,2005
Essendon,u,510000,,
Essendon,u,610000,75,2012
Essendon,h,960000,159,1990
Essendon,h,350000,,1970
Essendon,u,426500,53,1960
Fairfield,u,676000,87,2002
Fairfield,h,1500000,150,1925
Fawkner,h,700000,,
Fawkner,h,660000,88,1960
Fawkner,h,741000,128,1960
Fawkner,h,949500,,
Fawkner,u,532000,205,2007
Fawkner,h,698000,,
Fawkner,h,687000,,
Fawkner,h,670000,,
Fawkner,h,1000000,120,1960
Fawkner,u,445000,,
Fawkner,h,730000,,
Fawkner,h,725000,,
Fawkner,h,668000,,
Fawkner,u,328000,67,1970
Fawkner,t,543500,103,2011
Fitzroy North,h,1200000,,
Fitzroy North,u,330000,32,1970
Fitzroy North,h,846000,119,1880
Fitzroy North,h,1345000,,
Fitzroy North,h,1802500,,1880
Fitzroy North,h,1520000,,
Fitzroy North,h,1625000,,
Fitzroy North,h,2555000,,
Fitzroy North,h,1055000,85.2,1910
Fitzroy North,h,950000,,
Flemington,h,1100000,,
Flemington,h,1250000,140,2002
Flemington,h,953000,103,1930
Flemington,u,603000,96,1890
Flemington,h,940000,110,1940
Flemington,h,1550000,200,1915
Flemington,u,500000,72.9,1970
Flemington,u,450000,62,1970
Flemington,u,390000,55,1960
Flemington,h,1205000,,
Flemington,h,1085000,132,1991
Flemington,h,1060000,75,1890
Flemington,h,917000,136,1890
Footscray,u,392500,,1960
Footscray,h,1320000,,
Footscray,h,885000,99.5,1890
Footscray,t,485000,70,2011
Footscray,t,760000,3,2011
Footscray,h,1375000,,
Footscray,h,1270000,,1913
Footscray,h,871000,101,1900
Footscray,u,360000,,
Footscray,u,315000,,
Footscray,h,831000,,
Footscray,h,882000,80,1900
Footscray,h,895000,106,1920
Glen Huntly,u,260000,44,1965
Glen Huntly,u,575000,,
Glen Iris,h,1452000,184,1997
Glen Iris,u,721000,,1970
Glen Iris,h,1800000,138,1950
Glen Iris,t,1253000,131,1995
Glen Iris,h,1950000,,1920
Glen Iris,h,2085000,,
Glen Iris,h,1760000,160,1940
Glen Iris,u,710000,,
Glen Iris,h,2340000,,
Glen Iris,h,3310000,265,1988
Glen Iris,h,1601000,102,1930
Glen Iris,t,797000,,1970
Glen Iris,u,910000,97,1970
Glen Iris,t,1315000,,
Glenroy,h,683000,,
Glenroy,h,1158000,,
Glenroy,h,793000,,
Glenroy,h,780000,101,1970
Glenroy,t,420000,82,2009
Glenroy,h,895000,148,1955
Glenroy,h,885000,145,1972
Glenroy,h,597500,84,1950
Glenroy,h,690000,,
Glenroy,h,822000,107.4,1960
Glenroy,h,710000,,
Glenroy,h,730000,,1950
Glenroy,h,901000,,
Glenroy,h,643000,,
Glenroy,t,645000,152,2013
Glenroy,t,595000,142.6,2001
Glenroy,h,820000,,1960
Glenroy,h,1050000,271,1970
Glenroy,h,621000,,
Glenroy,h,705000,110,1960
Glenroy,u,590000,118,2009
Glenroy,t,680000,133,2014
Glenroy,h,935000,176,1960
Glenroy,t,720000,,2013
Hadfield,h,725000,,
Hadfield,h,740000,145,1960
Hadfield,h,880000,530,
Hadfield,t,630000,,
Hampton,h,1615000,,
Hampton,h,2513000,,1930
Hampton,t,1910000,,
Hampton,h,1620000,,
Hampton,h,1789000,,
Hampton,t,837000,92,2007
Hampton,h,2500000,317,2008
Hampton,u,665000,,1970
Hampton,h,1560000,,
Hampton,u,860000,90,1962
Hampton,h,1475000,,
Hampton,h,840000,,
Hawthorn,h,1700000,132,1910
Hawthorn,u,440000,51,1960
Hawthorn,u,580000,,
Hawthorn,u,535000,50,2006
Hawthorn,u,635000,78,1960
Hawthorn,u,317500,55,1957
Hawthorn,u,160000,,2009
Hawthorn,u,360000,77.5,1965
Hawthorn,h,300000,,
Hawthorn,h,1800000,106,1900
Hawthorn,u,275000,30,1970
Hawthorn,t,1300000,,
Hawthorn,h,1525000,134,1905
Hawthorn,h,1620000,,
Hawthorn,h,1985000,,1910
Hawthorn,h,1750000,,
Hawthorn,h,2100000,,
Hawthorn,u,560000,82.3,1960
Hawthorn East,h,3750000,,
Hawthorn East,u,780000,,
Hawthorn East,u,500000,,
Hawthorn East,t,1264000,187,2010
Hawthorn East,u,1462000,,
Hawthorn East,u,440000,,1970
Hawthorn East,h,1575000,,
Hawthorn East,h,1320000,,
Hawthorn East,h,3600000,310,1988
Hawthorn East,h,2425000,278,
Hawthorn East,h,1890000,,
Hawthorn East,u,400500,,
Hawthorn East,h,1405000,185,1985
Hawthorn East,h,2102000,126,
Hawthorn East,u,435000,,
Hawthorn East,u,375000,,1960
Hawthorn East,u,555000,64,1970
Hawthorn East,u,532000,,
Heidelberg,h,1450000,,1967
Heidelberg,h,1340000,,
Heidelberg,t,630000,,
Heidelberg,h,1271000,171,2008
Heidelberg,u,610000,,1980
Heidelberg Heights,h,910000,,
Heidelberg Heights,h,665000,84,1992
Heidelberg Heights,t,575000,91,1995
Heidelberg Heights,h,706000,113,1940
Heidelberg Heights,h,780000,,
Heidelberg Heights,t,601000,,
Heidelberg Heights,h,805000,,
Heidelberg Heights,h,690000,,
Heidelberg Heights,h,682000,,
Heidelberg Heights,h,657000,95,1950
Heidelberg Heights,u,630000,123,2015
Heidelberg West,h,880000,,
Heidelberg West,h,687000,,
Heidelberg West,h,650000,81,1960
Heidelberg West,h,855000,99,1960
Heidelberg West,h,613000,74,1960
Heidelberg West,h,640000,200,1956
Heidelberg West,h,442000,,
Heidelberg West,h,810000,,
Heidelberg West,h,950000,,
Heidelberg West,h,725000,,
Hughesdale,t,998000,,2000
Hughesdale,t,1340000,255.79,2006
Hughesdale,h,2190000,,
Hughesdale,h,980000,,1896
Hughesdale,h,720000,,
Ivanhoe,h,990000,,1940
Ivanhoe,h,1410000,252,1945
Ivanhoe,h,970000,,
Ivanhoe,h,1650000,185,1910
Ivanhoe,h,3020000,,
Ivanhoe,h,1689000,,
Ivanhoe,h,690000,,
Ivanhoe,h,1851000,215,1960
Ivanhoe,u,1110000,,
Ivanhoe,t,1060000,,1980
Ivanhoe East,h,2100000,,
Ivanhoe East,h,2325000,325,2008
Ivanhoe East,h,2400000,240,1950
Ivanhoe East,h,1740000,,
Kealba,h,646000,198,1980
Kealba,h,570000,,
Keilor East,h,843000,176,1980
Keilor East,h,835000,126,1980
Keilor East,h,635000,115,2015
Keilor East,u,490000,,2001
Keilor East,h,745000,134,1980
Keilor East,h,941000,111,1965
Keilor East,h,738000,,
Keilor East,h,912000,,
Keilor East,t,745000,,
Keilor East,t,570000,,
Keilor East,h,885000,,
Kew,h,3800000,424,1970
Kew,u,700000,,
Kew,t,752000,102,1980
Kew,t,690000,3,1872
Kew,u,468000,,
Kew,h,2600000,186.36,1920
Kew,h,4515000,490,2012
Kew,h,3160000,,
Kew,u,820000,95,1960
Kew,h,2150000,,
Kew,h,1965000,,
Kew,h,2425000,,
Kew,u,643000,,1960
Kew,t,835000,147.2,2007
Kew,u,736000,,1960
Kew East,u,590000,70,1970
Kew East,h,1402000,120,1950
Kew East,t,1205000,,
Kingsville,h,1190000,105,1925
Kingsville,h,1205000,145,1960
Kingsville,h,860000,168,1940
Maidstone,h,760000,,
Maidstone,h,873000,,
Maidstone,h,640000,,
Maidstone,t,680000,,2012
Maidstone,h,725000,,
Maidstone,h,472500,89,1990
Maidstone,t,675000,128,2016
Maidstone,u,405000,75,2013
Maidstone,t,838000,194,
Maidstone,h,930000,88,1955
Malvern,u,365000,46,1960
Malvern,t,1000000,,
Malvern,u,456000,,
Malvern,h,2250000,191,2010
Malvern,h,2000000,,
Malvern East,h,2250000,170,1950
Malvern East,h,3200000,214,1910
Malvern East,h,1380000,,
Malvern East,u,267500,,
